timestamp,frame,fps,ear_left,ear_right,ear_avg,mar,ml_eye_closed_conf,ml_mouth_yawn_conf,fused_score,eye_closed_fused,closure_duration_s,yawn_duration_s,status
1773318967.5467,742,10.0,0.2009,0.2189,0.2099,0.0051,0.0792,0.3763,0.4500,0,0.0000,0.0000,NORMAL
1773318967.5714,743,42.1,0.1996,0.2283,0.2139,0.0050,0.0792,0.3965,0.0000,0,0.0000,0.0000,NORMAL
1773318967.6742,744,9.7,0.2109,0.2340,0.2224,0.0062,0.1246,0.5002,0.0000,0,0.0000,0.0000,NORMAL
1773318967.6962,745,46.4,0.2104,0.2302,0.2203,0.0059,0.0838,0.5002,0.0000,0,0.0000,0.0000,NORMAL
1773318967.7112,746,66.9,0.2118,0.2312,0.2215,0.0060,0.0933,0.5002,0.0000,0,0.0000,0.0000,NORMAL
1773318967.8004,747,11.2,0.2320,0.2409,0.2364,0.0036,0.1009,0.3890,0.0000,0,0.0000,0.0000,NORMAL
1773318967.8215,748,46.2,0.2324,0.2739,0.2532,0.0030,0.1130,0.4178,0.0000,0,0.0000,0.0000,NORMAL
1773318967.8375,749,64.8,0.2319,0.2750,0.2534,0.0036,0.1130,0.4178,0.0000,0,0.0000,0.0000,NORMAL
1773318967.8535,750,60.0,0.2313,0.2742,0.2528,0.0035,0.1130,0.4178,0.0000,0,0.0000,0.0000,NORMAL
1773318967.9461,751,10.8,0.2404,0.2732,0.2568,0.0070,0.1274,0.3209,0.0000,0,0.0000,0.0000,NORMAL
1773318967.9622,752,62.5,0.2473,0.2829,0.2651,0.0057,0.1274,0.3327,0.0000,0,0.0000,0.0000,NORMAL
1773318968.0727,753,9.0,0.2410,0.2598,0.2504,0.0044,0.1064,0.4403,0.0000,0,0.0000,0.0000,NORMAL
1773318968.0868,754,70.3,0.2426,0.2573,0.2500,0.0033,0.1055,0.3744,0.0000,0,0.0000,0.0000,NORMAL
1773318968.1028,755,61.2,0.2395,0.2563,0.2479,0.0034,0.1055,0.4403,0.0000,0,0.0000,0.0000,NORMAL
1773318968.2003,756,10.3,0.1977,0.2339,0.2158,0.0048,0.1117,0.5107,0.0000,0,0.0000,0.0000,NORMAL
1773318968.2121,757,84.2,0.2107,0.2303,0.2205,0.0052,0.0753,0.5107,0.0000,0,0.0000,0.0000,NORMAL
1773318968.3448,758,7.6,0.2095,0.2105,0.2100,0.0052,0.1179,0.4281,0.0000,0,0.0000,0.0000,NORMAL
1773318968.3682,759,42.4,0.2061,0.2145,0.2103,0.0053,0.1179,0.4883,0.0000,0,0.0000,0.0000,NORMAL
1773318968.3843,760,63.4,0.2052,0.2159,0.2105,0.0047,0.1179,0.3893,0.0000,0,0.0000,0.0000,NORMAL
1773318968.4003,761,61.5,0.2064,0.2126,0.2095,0.0045,0.1179,0.4281,0.4500,0,0.0000,0.0000,NORMAL
1773318968.4734,762,13.5,0.1882,0.1971,0.1927,0.0027,0.1232,0.5483,0.4500,0,0.0000,0.0000,NORMAL
1773318968.4954,763,48.7,0.2028,0.2036,0.2032,0.0030,0.1232,0.5483,0.4500,0,0.0000,0.0000,NORMAL
1773318968.5114,764,59.4,0.2054,0.2037,0.2045,0.0029,0.1232,0.5483,0.4500,0,0.0000,0.0000,NORMAL
1773318968.6012,765,11.2,0.1952,0.2228,0.2090,0.0063,0.1085,0.3613,0.4500,0,0.0000,0.0000,NORMAL
1773318968.6202,766,53.8,0.1925,0.2289,0.2107,0.0061,0.1085,0.3613,0.0000,0,0.0000,0.0000,NORMAL
1773318968.7479,767,7.8,0.1974,0.1298,0.1636,0.0037,0.1481,0.4374,0.4500,0,0.0000,0.0000,NORMAL
1773318968.7619,768,73.3,0.2011,0.1406,0.1709,0.0034,0.1398,0.3652,0.4500,0,0.0000,0.0000,NORMAL
1773318968.7774,769,63.4,0.1995,0.1395,0.1695,0.0033,0.1481,0.3729,0.4500,0,0.0000,0.0000,NORMAL
1773318968.7934,770,64.4,0.1982,0.1413,0.1698,0.0036,0.1481,0.3729,0.4500,0,0.0000,0.0000,NORMAL
1773318968.8741,771,12.4,0.1677,0.1784,0.1731,0.0024,0.1402,0.3650,0.4500,0,0.0000,0.0000,NORMAL
1773318968.8890,772,66.6,0.1629,0.1680,0.1654,0.0029,0.1402,0.3650,0.4500,0,0.0000,0.0000,NORMAL
1773318968.9050,773,60.6,0.1623,0.1701,0.1662,0.0025,0.1402,0.3650,0.4500,0,0.0000,0.0000,NORMAL
1773318969.0008,774,10.4,0.1767,0.2345,0.2056,0.0059,0.0779,0.4402,0.4500,0,0.0000,0.0000,NORMAL
1773318969.0158,775,69.7,0.1740,0.2462,0.2101,0.0039,0.0737,0.4075,0.0000,0,0.0000,0.0000,NORMAL
1773318969.1477,776,7.6,0.1905,0.1877,0.1891,0.0045,0.1405,0.4662,0.4500,0,0.0000,0.0000,NORMAL
1773318969.1726,777,39.7,0.1878,0.1959,0.1919,0.0041,0.1454,0.3750,0.4500,0,0.0000,0.0000,NORMAL
1773318969.1877,778,64.5,0.1857,0.1955,0.1906,0.0041,0.1454,0.3528,0.4500,0,0.0000,0.0000,NORMAL
1773318969.2037,779,62.4,0.1851,0.1948,0.1900,0.0042,0.1454,0.3750,0.4500,0,0.0000,0.0000,NORMAL
1773318969.2724,780,14.6,0.1481,0.1492,0.1486,0.0042,0.3133,0.4532,0.4500,0,0.0000,0.0000,NORMAL
1773318969.2834,781,83.9,0.1499,0.1362,0.1430,0.0043,0.3005,0.4532,0.4500,0,0.0000,0.0000,NORMAL
1773318969.2984,782,72.2,0.1514,0.1426,0.1470,0.0044,0.3005,0.4532,0.4500,0,0.0000,0.0000,NORMAL
1773318969.4007,783,9.8,0.1007,0.1754,0.1381,0.0031,0.2014,0.4101,0.4500,0,0.0000,0.0000,NORMAL
1773318969.4096,784,100.1,0.1158,0.1801,0.1479,0.0031,0.1982,0.4101,0.4500,0,0.0000,0.0000,NORMAL
1773318969.5471,785,7.3,0.1066,0.1729,0.1397,0.0051,0.2427,0.4837,0.4500,0,0.0000,0.0000,NORMAL
1773318969.5641,786,62.4,0.0917,0.1508,0.1213,0.0055,0.3686,0.4427,0.4500,0,0.0000,0.0000,NORMAL
1773318969.5798,787,63.5,0.0932,0.1548,0.1240,0.0050,0.3686,0.4427,0.4500,0,0.0000,0.0000,NORMAL
1773318969.5958,788,61.8,0.0932,0.1551,0.1241,0.0049,0.3686,0.4427,0.4500,0,0.0000,0.0000,NORMAL
1773318969.6721,789,13.0,0.0925,0.1156,0.1040,0.0036,0.3406,0.5429,0.4500,0,0.0000,0.0000,NORMAL
1773318969.6920,790,50.8,0.0821,0.1339,0.1080,0.0040,0.3620,0.4838,0.4500,0,0.0000,0.0000,NORMAL
1773318969.7080,791,63.6,0.0879,0.1305,0.1092,0.0039,0.3426,0.4838,0.4500,0,0.0000,0.0000,NORMAL
1773318969.8219,792,8.8,0.0954,0.1459,0.1206,0.0026,0.3380,0.6500,0.4500,0,0.0000,0.0000,NORMAL
1773318969.8340,793,82.2,0.0912,0.1212,0.1062,0.0019,0.3147,0.6867,0.4500,0,0.0000,0.0000,NORMAL
1773318969.9468,794,8.8,0.0963,0.1066,0.1015,0.0028,0.5357,0.6614,0.4500,0,0.0000,0.0000,NORMAL
1773318969.9598,795,75.4,0.0905,0.1030,0.0967,0.0011,0.5148,0.6618,0.4500,0,0.0000,0.0000,NORMAL
1773318969.9754,796,66.8,0.0963,0.1054,0.1008,0.0019,0.4713,0.6618,0.4500,0,0.0000,0.0000,NORMAL
1773318969.9914,797,62.8,0.0965,0.1043,0.1004,0.0029,0.4713,0.6618,0.4500,0,0.0000,0.0000,NORMAL
1773318970.0744,798,12.0,0.1320,0.1750,0.1535,0.0016,0.2887,0.7377,0.4500,0,0.0000,0.0000,NORMAL
1773318970.0856,799,75.8,0.1370,0.1733,0.1551,0.0018,0.2290,0.7806,0.4500,0,0.0000,0.0000,NORMAL
1773318970.1016,800,72.4,0.1338,0.1726,0.1532,0.0014,0.2290,0.7806,0.4500,0,0.0000,0.0000,NORMAL
1773318970.2211,801,8.2,0.1850,0.1651,0.1751,0.0024,0.1527,0.6453,0.4500,0,0.0000,0.0000,NORMAL
1773318970.2440,802,47.7,0.1576,0.1766,0.1671,0.0039,0.1750,0.7467,0.4500,0,0.0000,0.0000,NORMAL
1773318970.3459,803,9.8,0.1501,0.1822,0.1661,0.0009,0.1494,0.7816,0.4500,0,0.0000,0.0000,NORMAL
1773318970.3679,804,43.0,0.1658,0.1969,0.1814,0.0019,0.1336,0.7395,0.4500,0,0.0000,0.0000,NORMAL
1773318970.3834,805,70.5,0.1710,0.1982,0.1846,0.0017,0.1336,0.7395,0.4500,0,0.0000,0.0000,NORMAL
1773318970.3994,806,62.3,0.1711,0.1983,0.1847,0.0018,0.1336,0.7395,0.4500,0,0.0000,0.0000,NORMAL
1773318970.4726,807,13.7,0.1289,0.1704,0.1497,0.0018,0.1282,0.7596,0.4500,0,0.0000,0.0000,NORMAL
1773318970.4951,808,44.5,0.1267,0.1760,0.1513,0.0002,0.1495,0.7277,0.4500,0,0.0000,0.0000,NORMAL
1773318970.5111,809,62.8,0.1238,0.1764,0.1501,0.0003,0.1375,0.7277,0.4500,0,0.0000,0.0000,NORMAL
1773318970.6193,810,9.2,0.1465,0.1594,0.1530,0.0036,0.1921,0.7859,0.4500,0,0.0000,0.0000,NORMAL
1773318970.6373,811,56.1,0.1406,0.1568,0.1487,0.0033,0.1423,0.8315,0.4500,0,0.0000,0.0000,NORMAL
1773318970.7486,812,8.8,0.0698,0.0865,0.0781,0.0029,0.1531,0.7783,0.4500,0,0.0000,0.0000,NORMAL
1773318970.7616,813,91.5,0.0709,0.1146,0.0928,0.0045,0.1544,0.6868,0.4500,0,0.0000,0.0000,NORMAL
1773318970.7771,814,65.1,0.0743,0.1117,0.0930,0.0044,0.1544,0.6868,0.4500,0,0.0000,0.0000,NORMAL
1773318970.7931,815,65.6,0.0724,0.1128,0.0926,0.0042,0.1544,0.6868,0.4500,0,0.0000,0.0000,NORMAL
1773318970.8730,816,12.4,0.0747,0.1416,0.1081,0.0004,0.4582,0.7908,0.4500,0,0.0000,0.0000,NORMAL
1773318970.8865,817,77.5,0.0686,0.1168,0.0927,0.0017,0.2727,0.7908,0.4500,0,0.0000,0.0000,NORMAL
1773318970.9025,818,62.3,0.0690,0.1189,0.0940,0.0014,0.3367,0.7908,0.4500,0,0.0000,0.0000,NORMAL
1773318971.0171,819,8.7,0.0705,0.1784,0.1244,0.0036,0.0454,0.7243,0.4500,0,0.0000,0.0000,NORMAL
1773318971.0291,820,83.0,0.0729,0.1659,0.1194,0.0057,0.0454,0.7035,0.4500,0,0.0000,0.0000,NORMAL
1773318971.1449,821,8.6,0.0723,0.1889,0.1306,0.0026,0.1656,0.7409,0.4500,0,0.0000,0.0000,NORMAL
1773318971.1701,822,38.3,0.0867,0.1807,0.1337,0.0012,0.1396,0.7409,0.4500,0,0.0000,0.0000,NORMAL
1773318971.1847,823,71.2,0.0728,0.1743,0.1235,0.0022,0.1396,0.7071,0.4500,0,0.0000,0.0000,NORMAL
1773318971.2007,824,62.0,0.0855,0.1760,0.1307,0.0010,0.1396,0.6834,0.4500,0,0.0000,0.0000,NORMAL
1773318971.2730,825,14.0,0.0903,0.1781,0.1342,0.0047,0.0748,0.7775,0.4500,0,0.0000,0.0000,NORMAL
1773318971.2955,826,43.1,0.1039,0.1760,0.1399,0.0028,0.0877,0.7775,0.4500,0,0.0000,0.0000,NORMAL
1773318971.3105,827,70.2,0.0992,0.1735,0.1364,0.0030,0.0728,0.7670,0.4500,0,0.0000,0.0000,NORMAL
1773318971.4190,828,9.2,0.0762,0.1383,0.1073,0.0029,0.2252,0.7439,0.4500,0,0.0000,0.0000,NORMAL
1773318971.4370,829,56.2,0.0869,0.1476,0.1173,0.0022,0.2252,0.7150,0.4500,0,0.0000,0.0000,NORMAL
1773318971.5448,830,9.3,0.0443,0.0500,0.0471,0.0025,0.1559,0.7242,0.4500,0,0.0000,0.0000,NORMAL
1773318971.5618,831,58.2,0.0446,0.0768,0.0607,0.0040,0.1402,0.7242,0.4500,0,0.0000,0.0000,NORMAL
1773318971.5773,832,62.6,0.0458,0.0803,0.0630,0.0034,0.1402,0.7242,0.4500,0,0.0000,0.0000,NORMAL
1773318971.5923,833,68.0,0.0485,0.0766,0.0626,0.0036,0.1402,0.7242,0.4500,0,0.0000,0.0000,NORMAL
1773318971.6729,834,12.4,0.0715,0.0759,0.0737,0.0031,0.2157,0.7207,0.4500,0,0.0000,0.0000,NORMAL
1773318971.6865,835,71.8,0.0735,0.0799,0.0767,0.0035,0.1914,0.7518,0.4500,0,0.0000,0.0000,NORMAL
1773318971.7025,836,61.4,0.0658,0.0764,0.0711,0.0032,0.1914,0.7207,0.4500,0,0.0000,0.0000,NORMAL
1773318971.8207,837,8.5,0.0860,0.1291,0.1075,0.0046,0.2387,0.8798,0.4500,0,0.0000,0.0000,NORMAL
1773318971.8436,838,43.5,0.0895,0.1053,0.0974,0.0076,0.2910,0.8594,0.4500,0,0.0000,0.0000,NORMAL
1773318971.9480,839,9.6,0.1313,0.1861,0.1587,0.0046,0.1301,0.7224,0.4500,0,0.0000,0.0000,NORMAL
1773318971.9690,840,47.8,0.1427,0.1828,0.1628,0.0040,0.0907,0.7301,0.4500,0,0.0000,0.0000,NORMAL
1773318971.9846,841,59.4,0.1362,0.1819,0.1590,0.0039,0.1301,0.7301,0.4500,0,0.0000,0.0000,NORMAL
1773318972.0005,842,61.4,0.1411,0.1833,0.1622,0.0038,0.0907,0.7301,0.4500,0,0.0000,0.0000,NORMAL
1773318972.0713,843,14.2,0.1419,0.1347,0.1383,0.0028,0.2219,0.7795,0.4500,0,0.0000,0.0000,NORMAL
1773318972.0944,844,41.6,0.1418,0.1547,0.1483,0.0034,0.1420,0.7442,0.4500,0,0.0000,0.0000,NORMAL
1773318972.1104,845,68.2,0.1253,0.1540,0.1397,0.0054,0.2726,0.7406,0.4500,0,0.0000,0.0000,NORMAL
1773318972.1264,846,61.7,0.1229,0.1652,0.1441,0.0050,0.1246,0.7367,0.4500,0,0.0000,0.0000,NORMAL
1773318972.2162,847,11.1,0.1948,0.1885,0.1917,0.0205,0.0484,0.8241,0.4500,0,0.0000,0.0000,NORMAL
1773318972.2352,848,51.4,0.1840,0.1800,0.1820,0.0206,0.1038,0.8357,0.4500,0,0.0000,0.0000,NORMAL
1773318972.2461,849,95.9,0.1789,0.1830,0.1810,0.0037,0.1038,0.8357,0.4500,0,0.0000,0.0000,NORMAL
1773318972.2663,850,49.8,0.1807,0.1809,0.1808,0.0027,0.1038,0.8357,0.4500,0,0.0000,0.0000,NORMAL
1773318972.3441,851,12.6,0.1909,0.1516,0.1712,0.0236,0.0679,0.8799,0.4500,0,0.0000,0.0000,NORMAL
1773318972.3557,852,95.2,0.1831,0.1575,0.1703,0.0155,0.1173,0.8799,0.4500,0,0.0000,0.0000,NORMAL
1773318972.3773,853,47.2,0.1840,0.1561,0.1701,0.0116,0.1232,0.8607,0.4500,0,0.0000,0.0000,NORMAL
1773318972.3925,854,66.4,0.1850,0.1542,0.1696,0.0084,0.1173,0.8607,0.4500,0,0.0000,0.0000,NORMAL
1773318972.4728,855,12.6,0.1715,0.1639,0.1677,0.0042,0.0539,0.8150,0.4500,0,0.0000,0.0000,NORMAL
1773318972.4873,856,67.8,0.1653,0.1753,0.1703,0.0035,0.0347,0.8101,0.4500,0,0.0000,0.0000,NORMAL
1773318972.5033,857,63.2,0.1751,0.1662,0.1706,0.0047,0.0499,0.8584,0.4500,0,0.0000,0.0000,NORMAL
1773318972.5193,858,61.2,0.1715,0.1711,0.1713,0.0036,0.0499,0.8359,0.4500,0,0.0000,0.0000,NORMAL
1773318972.6187,859,10.1,0.1920,0.2147,0.2034,0.0009,0.0571,0.7713,0.4500,0,0.0000,0.0000,NORMAL
1773318972.6297,860,88.6,0.1948,0.2115,0.2032,0.0029,0.0522,0.8303,0.4500,0,0.0000,0.0000,NORMAL
1773318972.6457,861,64.1,0.1945,0.2108,0.2026,0.0042,0.0522,0.8303,0.4500,0,0.0000,0.0000,NORMAL
1773318972.6617,862,62.1,0.1920,0.2130,0.2025,0.0037,0.0522,0.7713,0.4500,0,0.0000,0.0000,NORMAL
1773318972.7460,863,11.8,0.2036,0.1988,0.2012,0.0007,0.0197,0.8433,0.4500,0,0.0000,0.0000,NORMAL
1773318972.7689,864,43.3,0.2053,0.1900,0.1977,0.0047,0.0197,0.8491,0.4500,0,0.0000,0.0000,NORMAL
1773318972.7844,865,67.3,0.2009,0.1925,0.1967,0.0057,0.0197,0.8491,0.4500,0,0.0000,0.0000,NORMAL
1773318972.8004,866,61.1,0.2018,0.1896,0.1957,0.0053,0.0197,0.8491,0.4500,0,0.0000,0.0000,NORMAL
1773318972.8729,867,13.8,0.2011,0.1875,0.1943,0.0008,0.0405,0.8365,0.4500,0,0.0000,0.0000,NORMAL
1773318972.8950,868,46.5,0.1951,0.1850,0.1901,0.0035,0.0452,0.8342,0.4500,0,0.0000,0.0000,NORMAL
1773318972.9110,869,62.5,0.1914,0.1861,0.1887,0.0038,0.0452,0.8509,0.4500,0,0.0000,0.0000,NORMAL
1773318972.9270,870,61.2,0.1921,0.1840,0.1880,0.0036,0.0452,0.8509,0.4500,0,0.0000,0.0000,NORMAL
1773318973.0168,871,11.0,0.2009,0.2304,0.2156,0.0018,0.0222,0.7593,0.0000,0,0.0000,0.0000,NORMAL
1773318973.0378,872,49.9,0.2054,0.2308,0.2181,0.0022,0.0303,0.7819,0.0000,0,0.0000,0.0000,NORMAL
1773318973.0538,873,62.3,0.2015,0.2344,0.2180,0.0015,0.0303,0.7819,0.0000,0,0.0000,0.0000,NORMAL
1773318973.0693,874,64.0,0.2023,0.2311,0.2167,0.0014,0.0303,0.7918,0.0000,0,0.0000,0.0000,NORMAL
1773318973.1469,875,12.9,0.2217,0.2224,0.2220,0.0033,0.0263,0.7094,0.0000,0,0.0000,0.0000,NORMAL
1773318973.1638,876,57.0,0.2192,0.2250,0.2221,0.0038,0.0303,0.7300,0.0000,0,0.0000,0.0000,NORMAL
1773318973.1795,877,63.8,0.2210,0.2251,0.2230,0.0039,0.0303,0.7094,0.0000,0,0.0000,0.0000,NORMAL
1773318973.1946,878,67.5,0.2179,0.2241,0.2210,0.0038,0.0303,0.7300,0.0000,0,0.0000,0.0000,NORMAL
1773318973.2728,879,12.8,0.2338,0.2369,0.2353,0.0029,0.0310,0.8131,0.0000,0,0.0000,0.0000,NORMAL
1773318973.2884,880,63.4,0.2410,0.2364,0.2387,0.0049,0.0300,0.8143,0.0000,0,0.0000,0.0000,NORMAL
1773318973.3048,881,61.4,0.2397,0.2395,0.2396,0.0053,0.0300,0.8324,0.0000,0,0.0000,0.0000,NORMAL
1773318973.3208,882,63.1,0.2395,0.2406,0.2400,0.0052,0.0300,0.8324,0.0000,0,0.0000,0.0000,NORMAL
1773318973.4170,883,10.4,0.2292,0.2502,0.2397,0.0021,0.0218,0.8248,0.0000,0,0.0000,0.0000,NORMAL
1773318973.4311,884,71.0,0.2273,0.2552,0.2413,0.0020,0.0218,0.8462,0.0000,0,0.0000,0.0000,NORMAL
1773318973.4460,885,67.1,0.2281,0.2551,0.2416,0.0024,0.0218,0.8140,0.0000,0,0.0000,0.0000,NORMAL
1773318973.4620,886,62.3,0.2286,0.2520,0.2403,0.0018,0.0218,0.8140,0.0000,0,0.0000,0.0000,NORMAL
1773318973.5450,887,12.1,0.2416,0.2457,0.2437,0.0041,0.0251,0.8577,0.0000,0,0.0000,0.0000,NORMAL
1773318973.5560,888,89.0,0.2380,0.2502,0.2441,0.0031,0.0251,0.8422,0.0000,0,0.0000,0.0000,NORMAL
1773318973.5715,889,65.1,0.2383,0.2453,0.2418,0.0029,0.0251,0.8426,0.0000,0,0.0000,0.0000,NORMAL
1773318973.5867,890,63.6,0.2391,0.2467,0.2429,0.0027,0.0251,0.8426,0.0000,0,0.0000,0.0000,NORMAL
1773318973.6886,891,9.9,0.2059,0.2275,0.2167,0.0043,0.0499,0.8252,0.0000,0,0.0000,0.0000,NORMAL
1773318973.7136,892,39.7,0.2018,0.2258,0.2138,0.0027,0.0477,0.7700,0.0000,0,0.0000,0.0000,NORMAL
1773318973.7296,893,63.4,0.2050,0.2277,0.2163,0.0030,0.0477,0.7700,0.0000,0,0.0000,0.0000,NORMAL
1773318973.7456,894,62.4,0.2029,0.2256,0.2143,0.0035,0.0477,0.7700,0.0000,0,0.0000,0.0000,NORMAL
1773318973.8165,895,14.1,0.2035,0.2314,0.2175,0.0010,0.0780,0.7252,0.0000,0,0.0000,0.0000,NORMAL
1773318973.8405,896,41.2,0.2032,0.2123,0.2077,0.0026,0.0289,0.7476,0.4500,0,0.0000,0.0000,NORMAL
1773318973.8565,897,63.5,0.2079,0.2215,0.2147,0.0012,0.0289,0.7476,0.0000,0,0.0000,0.0000,NORMAL
1773318973.8725,898,59.9,0.2067,0.2169,0.2118,0.0014,0.0289,0.7476,0.0000,0,0.0000,0.0000,NORMAL
1773318973.9445,899,14.0,0.2094,0.2330,0.2212,0.0037,0.0308,0.8118,0.0000,0,0.0000,0.0000,NORMAL
1773318973.9665,900,46.1,0.2116,0.2263,0.2190,0.0017,0.0298,0.8272,0.0000,0,0.0000,0.0000,NORMAL
1773318973.9820,901,63.5,0.2102,0.2288,0.2195,0.0021,0.0298,0.8272,0.0000,0,0.0000,0.0000,NORMAL
1773318973.9981,902,61.5,0.2115,0.2292,0.2203,0.0015,0.0298,0.8272,0.0000,0,0.0000,0.0000,NORMAL
1773318974.0878,903,11.1,0.2119,0.1935,0.2027,0.0016,0.0866,0.7877,0.4500,0,0.0000,0.0000,NORMAL
1773318974.1076,904,49.2,0.1925,0.2113,0.2019,0.0018,0.0850,0.7847,0.4500,0,0.0000,0.0000,NORMAL
1773318974.1230,905,69.0,0.1936,0.2127,0.2031,0.0019,0.0850,0.7847,0.4500,0,0.0000,0.0000,NORMAL
1773318974.1390,906,63.1,0.1940,0.2130,0.2035,0.0018,0.0850,0.7847,0.4500,0,0.0000,0.0000,NORMAL
1773318974.2162,907,12.9,0.1709,0.2261,0.1985,0.0044,0.0556,0.7588,0.4500,0,0.0000,0.0000,NORMAL
1773318974.2332,908,58.0,0.1754,0.2270,0.2012,0.0046,0.0556,0.7882,0.4500,0,0.0000,0.0000,NORMAL
1773318974.2492,909,63.7,0.1697,0.2276,0.1987,0.0045,0.0556,0.7882,0.4500,0,0.0000,0.0000,NORMAL
1773318974.2652,910,62.6,0.1704,0.2273,0.1988,0.0046,0.0556,0.7882,0.4500,0,0.0000,0.0000,NORMAL
1773318974.3457,911,12.4,0.1929,0.1787,0.1858,0.0041,0.0552,0.6814,0.4500,0,0.0000,0.0000,NORMAL
1773318974.3597,912,69.9,0.1796,0.1822,0.1809,0.0038,0.0923,0.7577,0.4500,0,0.0000,0.0000,NORMAL
1773318974.3757,913,63.3,0.1588,0.1823,0.1706,0.0042,0.0813,0.7577,0.4500,0,0.0000,0.0000,NORMAL
1773318974.3912,914,64.6,0.1631,0.1820,0.1726,0.0045,0.0923,0.7577,0.4500,0,0.0000,0.0000,NORMAL
1773318974.4880,915,10.3,0.1224,0.1510,0.1367,0.0055,0.1099,0.7521,0.4500,0,0.0000,0.0000,NORMAL
1773318974.5012,916,76.7,0.1227,0.1398,0.1312,0.0051,0.1908,0.7474,0.4500,0,0.0000,0.0000,NORMAL
1773318974.5162,917,65.2,0.1295,0.1479,0.1387,0.0044,0.1908,0.7521,0.4500,0,0.0000,0.0000,NORMAL
1773318974.5322,918,62.2,0.1370,0.1511,0.1441,0.0062,0.1084,0.7631,0.4500,0,0.0000,0.0000,NORMAL
1773318974.6167,919,11.9,0.1482,0.1877,0.1680,0.0019,0.1067,0.8279,0.4500,0,0.0000,0.0000,NORMAL
1773318974.6417,920,40.0,0.1486,0.1794,0.1640,0.0021,0.1092,0.8124,0.4500,0,0.0000,0.0000,NORMAL
1773318974.6577,921,60.6,0.1525,0.1772,0.1649,0.0023,0.1108,0.8279,0.4500,0,0.0000,0.0000,NORMAL
1773318974.6737,922,65.2,0.1543,0.1772,0.1657,0.0022,0.1108,0.8279,0.4500,0,0.0000,0.0000,NORMAL
1773318974.7446,923,14.1,0.2008,0.1785,0.1896,0.0009,0.0827,0.7904,0.4500,0,0.0000,0.0000,NORMAL
1773318974.7676,924,42.6,0.2058,0.1816,0.1937,0.0004,0.0827,0.7904,0.4500,0,0.0000,0.0000,NORMAL
1773318974.7836,925,61.7,0.2045,0.1838,0.1941,0.0005,0.0827,0.7904,0.4500,0,0.0000,0.0000,NORMAL
1773318974.7996,926,61.7,0.2044,0.1841,0.1942,0.0006,0.0827,0.7904,0.4500,0,0.0000,0.0000,NORMAL
1773318974.8888,927,11.3,0.1815,0.1897,0.1856,0.0046,0.1383,0.8150,0.4500,0,0.0000,0.0000,NORMAL
1773318974.9108,928,45.9,0.1842,0.1877,0.1860,0.0040,0.1383,0.8310,0.4500,0,0.0000,0.0000,NORMAL
1773318974.9268,929,60.9,0.1811,0.1852,0.1831,0.0026,0.1383,0.8310,0.4500,0,0.0000,0.0000,NORMAL
1773318974.9428,930,60.9,0.1817,0.1850,0.1834,0.0020,0.1383,0.8310,0.4500,0,0.0000,0.0000,NORMAL
1773318975.0167,931,13.6,0.1107,0.1793,0.1450,0.0036,0.2583,0.8239,0.4500,0,0.0000,0.0000,NORMAL
1773318975.0357,932,54.5,0.1352,0.1734,0.1543,0.0019,0.2705,0.8112,0.4500,0,0.0000,0.0000,NORMAL
1773318975.0507,933,66.5,0.1196,0.1682,0.1439,0.0038,0.2705,0.8112,0.4500,0,0.0000,0.0000,NORMAL
1773318975.0667,934,62.5,0.1263,0.1700,0.1482,0.0035,0.2705,0.8112,0.4500,0,0.0000,0.0000,NORMAL
1773318975.1449,935,12.7,0.1730,0.1686,0.1708,0.0020,0.1183,0.8041,0.4500,0,0.0000,0.0000,NORMAL
1773318975.1609,936,62.7,0.1712,0.1741,0.1727,0.0026,0.1183,0.8308,0.4500,0,0.0000,0.0000,NORMAL
1773318975.1769,937,62.3,0.1741,0.1718,0.1729,0.0020,0.1183,0.7186,0.4500,0,0.0000,0.0000,NORMAL
1773318975.1925,938,64.8,0.1711,0.1730,0.1721,0.0017,0.1183,0.7186,0.4500,0,0.0000,0.0000,NORMAL
1773318975.2902,939,10.2,0.1724,0.1816,0.1770,0.0020,0.1584,0.7883,0.4500,0,0.0000,0.0000,NORMAL
1773318975.3012,940,90.1,0.1713,0.1790,0.1752,0.0026,0.1584,0.8018,0.4500,0,0.0000,0.0000,NORMAL
1773318975.3165,941,65.4,0.1706,0.1772,0.1739,0.0034,0.1584,0.8018,0.4500,0,0.0000,0.0000,NORMAL
1773318975.3325,942,62.6,0.1712,0.1768,0.1740,0.0035,0.1584,0.8018,0.4500,0,0.0000,0.0000,NORMAL
1773318975.4174,943,11.6,0.1690,0.1421,0.1556,0.0012,0.3029,0.7974,0.4500,0,0.0000,0.0000,NORMAL
1773318975.4414,944,43.9,0.1774,0.1573,0.1674,0.0034,0.3029,0.8023,0.4500,0,0.0000,0.0000,NORMAL
1773318975.4574,945,61.2,0.1790,0.1630,0.1710,0.0044,0.1556,0.8023,0.4500,0,0.0000,0.0000,NORMAL
1773318975.4734,946,63.9,0.1778,0.1634,0.1706,0.0043,0.1835,0.8023,0.4500,0,0.0000,0.0000,NORMAL
1773318975.5438,947,14.1,0.0772,0.1120,0.0946,0.0023,0.3002,0.8326,0.4500,0,0.0000,0.0000,NORMAL
1773318975.5675,948,44.0,0.0796,0.1273,0.1035,0.0012,0.3595,0.8453,0.4500,0,0.0000,0.0000,NORMAL
