timestamp,frame,fps,ear_left,ear_right,ear_avg,mar,ml_eye_closed_conf,ml_mouth_yawn_conf,fused_score,eye_closed_fused,closure_duration_s,yawn_duration_s,status
1773318941.9841,26,41.8,0.2400,0.2607,0.2503,0.0474,0.0292,0.0518,0.0000,0,0.0000,0.0000,NORMAL
1773318942.0001,27,67.4,0.2396,0.2697,0.2546,0.0395,0.0292,0.0517,0.0000,0,0.0000,0.0000,NORMAL
1773318942.0402,28,24.4,0.2396,0.2581,0.2489,0.0162,0.0219,0.0529,0.0000,0,0.0000,0.0000,NORMAL
1773318942.1037,29,15.7,0.2533,0.2817,0.2675,0.0008,0.0395,0.0554,0.0000,0,0.0000,0.0000,NORMAL
1773318942.1239,30,52.8,0.2574,0.2849,0.2711,0.0012,0.0395,0.0554,0.0000,0,0.0000,0.0000,NORMAL
1773318942.1679,31,22.8,0.2433,0.2688,0.2560,0.0050,0.0289,0.0517,0.0000,0,0.0000,0.0000,NORMAL
1773318942.1880,32,49.5,0.2513,0.2662,0.2588,0.0071,0.0289,0.0515,0.0000,0,0.0000,0.0000,NORMAL
1773318942.2326,33,21.9,0.2658,0.2796,0.2727,0.0038,0.0140,0.0521,0.0000,0,0.0000,0.0000,NORMAL
1773318942.2495,34,62.7,0.2691,0.2856,0.2774,0.0013,0.0140,0.0507,0.0000,0,0.0000,0.0000,NORMAL
1773318942.2988,35,20.5,0.2547,0.2633,0.2590,0.0163,0.0148,0.0499,0.0000,0,0.0000,0.0000,NORMAL
1773318942.3112,36,80.5,0.2569,0.2605,0.2587,0.0152,0.0123,0.0517,0.0000,0,0.0000,0.0000,NORMAL
1773318942.3602,37,20.6,0.2414,0.2633,0.2524,0.0442,0.0558,0.0493,0.0000,0,0.0000,0.0000,NORMAL
1773318942.3751,38,60.9,0.2421,0.2567,0.2494,0.0517,0.0558,0.0493,0.0000,0,0.0000,0.0000,NORMAL
1773318942.3911,39,67.2,0.2419,0.2516,0.2468,0.0539,0.0549,0.0492,0.0000,0,0.0000,0.0000,NORMAL
1773318942.4406,40,20.1,0.2512,0.2607,0.2559,0.0323,0.0359,0.0498,0.0000,0,0.0000,0.0000,NORMAL
1773318942.5045,41,15.8,0.2370,0.2726,0.2548,0.0145,0.0375,0.5878,0.0000,0,0.0000,0.0000,NORMAL
1773318942.5175,42,71.4,0.2396,0.2665,0.2531,0.0209,0.0405,0.4694,0.0000,0,0.0000,0.0000,NORMAL
1773318942.5696,43,19.5,0.2345,0.2828,0.2586,0.0164,0.0765,0.9081,0.0000,0,0.0000,0.0000,NORMAL
1773318942.5815,44,79.6,0.2411,0.2833,0.2622,0.0180,0.0801,0.8980,0.0000,0,0.0000,0.0000,NORMAL
1773318942.6320,45,20.0,0.2477,0.2642,0.2559,0.0249,0.0703,0.9090,0.0000,0,0.0000,0.0000,NORMAL
1773318942.6451,46,76.9,0.2440,0.2694,0.2567,0.0426,0.0567,0.9075,0.0000,0,0.0000,0.0000,NORMAL
1773318942.6971,47,19.3,0.2432,0.2509,0.2470,0.0039,0.0820,0.6039,0.0000,0,0.0000,0.0000,NORMAL
1773318942.7106,48,73.8,0.2699,0.2648,0.2673,0.0028,0.0820,0.6440,0.0000,0,0.0000,0.0000,NORMAL
1773318942.7246,49,72.0,0.2675,0.2610,0.2642,0.0029,0.0820,0.6223,0.0000,0,0.0000,0.0000,NORMAL
1773318942.7766,50,19.1,0.2409,0.2659,0.2534,0.0062,0.0517,0.4289,0.0000,0,0.0000,0.0000,NORMAL
1773318942.7886,51,82.4,0.2532,0.2742,0.2637,0.0064,0.0562,0.4289,0.0000,0,0.0000,0.0000,NORMAL
1773318942.8402,52,19.0,0.2490,0.2552,0.2521,0.0062,0.0801,0.4144,0.0000,0,0.0000,0.0000,NORMAL
1773318942.9040,53,16.1,0.2658,0.2587,0.2623,0.0067,0.0358,0.4376,0.0000,0,0.0000,0.0000,NORMAL
1773318942.9150,54,79.8,0.2535,0.2662,0.2598,0.0043,0.0413,0.4376,0.0000,0,0.0000,0.0000,NORMAL
1773318942.9683,55,19.2,0.2461,0.2523,0.2492,0.0056,0.0421,0.4363,0.0000,0,0.0000,0.0000,NORMAL
1773318942.9933,56,39.0,0.2557,0.2506,0.2532,0.0050,0.0421,0.4363,0.0000,0,0.0000,0.0000,NORMAL
1773318943.0319,57,26.3,0.2586,0.2798,0.2692,0.0060,0.0529,0.3811,0.0000,0,0.0000,0.0000,NORMAL
1773318943.0559,58,40.8,0.2575,0.2634,0.2605,0.0088,0.0446,0.4071,0.0000,0,0.0000,0.0000,NORMAL
1773318943.0967,59,25.0,0.2458,0.2801,0.2630,0.0062,0.0990,0.3809,0.0000,0,0.0000,0.0000,NORMAL
1773318943.1192,60,44.4,0.2451,0.2694,0.2573,0.0066,0.1050,0.3809,0.0000,0,0.0000,0.0000,NORMAL
1773318943.1352,61,62.0,0.2397,0.2700,0.2548,0.0060,0.0718,0.3809,0.0000,0,0.0000,0.0000,NORMAL
1773318943.1782,62,23.3,0.2499,0.2721,0.2610,0.0032,0.0690,0.4064,0.0000,0,0.0000,0.0000,NORMAL
1773318943.1987,63,47.8,0.2535,0.2849,0.2692,0.0049,0.0778,0.5183,0.0000,0,0.0000,0.0000,NORMAL
1773318943.2398,64,24.0,0.2395,0.2940,0.2668,0.0054,0.0905,0.2425,0.0000,0,0.0000,0.0000,NORMAL
1773318943.3043,65,15.7,0.2485,0.2764,0.2625,0.0047,0.0681,0.2476,0.0000,0,0.0000,0.0000,NORMAL
1773318943.3243,66,49.8,0.2488,0.2891,0.2690,0.0056,0.0706,0.2798,0.0000,0,0.0000,0.0000,NORMAL
1773318943.3683,67,22.8,0.1959,0.2513,0.2236,0.0108,0.1835,0.2900,0.0000,0,0.0000,0.0000,NORMAL
1773318943.3873,68,51.4,0.2094,0.2526,0.2310,0.0099,0.1843,0.2723,0.0000,0,0.0000,0.0000,NORMAL
1773318943.4319,69,22.5,0.2064,0.2307,0.2186,0.0050,0.0690,0.2493,0.0000,0,0.0000,0.0000,NORMAL
1773318943.4499,70,56.4,0.1979,0.2333,0.2156,0.0065,0.0941,0.2552,0.0000,0,0.0000,0.0000,NORMAL
1773318943.4963,71,21.6,0.2323,0.2651,0.2487,0.0071,0.0681,0.2201,0.0000,0,0.0000,0.0000,NORMAL
1773318943.5128,72,60.7,0.2323,0.2653,0.2488,0.0070,0.0678,0.2369,0.0000,0,0.0000,0.0000,NORMAL
1773318943.5288,73,59.4,0.2314,0.2655,0.2485,0.0070,0.0681,0.2369,0.0000,0,0.0000,0.0000,NORMAL
1773318943.5770,74,21.1,0.2385,0.2628,0.2507,0.0086,0.1159,0.2090,0.0000,0,0.0000,0.0000,NORMAL
1773318943.5920,75,64.4,0.2358,0.2577,0.2467,0.0059,0.1159,0.2074,0.0000,0,0.0000,0.0000,NORMAL
1773318943.6405,76,20.8,0.1437,0.1464,0.1451,0.0066,0.1708,0.2177,0.4500,0,0.0000,0.0000,NORMAL
1773318943.7048,77,15.6,0.1499,0.2229,0.1864,0.0094,0.2048,0.2096,0.4500,0,0.0000,0.0000,NORMAL
1773318943.7187,78,72.6,0.1554,0.2300,0.1927,0.0127,0.1923,0.2381,0.4500,0,0.0000,0.0000,NORMAL
