timestamp,frame,fps,ear_left,ear_right,ear_avg,mar,ml_eye_closed_conf,ml_mouth_yawn_conf,fused_score,eye_closed_fused,perclos,closure_duration_s,yawn_duration_s,status
1778745192.5156,593,20.2,0.2817,0.2353,0.2585,0.0116,0.1031,0.2890,0.0000,0,0.1212,0.0000,0.0000,NORMAL
1778745192.5276,594,80.1,0.2781,0.2446,0.2614,0.0119,0.1091,0.2359,0.0000,0,0.1210,0.0000,0.0000,NORMAL
1778745192.5791,595,19.6,0.2854,0.2577,0.2716,0.0113,0.1176,0.2540,0.0000,0,0.1208,0.0000,0.0000,NORMAL
1778745192.5911,596,81.6,0.2812,0.2708,0.2760,0.0103,0.1176,0.1988,0.0000,0,0.1206,0.0000,0.0000,NORMAL
1778745192.6442,597,17.5,0.2710,0.2578,0.2644,0.0112,0.1231,0.4065,0.0000,0,0.1204,0.0000,0.0000,NORMAL
1778745192.6579,598,81.7,0.2602,0.2574,0.2588,0.0113,0.1168,0.3666,0.0000,0,0.1202,0.0000,0.0000,NORMAL
1778745192.7257,599,15.3,0.2416,0.2341,0.2379,0.0150,0.1079,0.2011,0.0000,0,0.1200,0.0000,0.0000,NORMAL
1778745192.7486,600,44.9,0.2378,0.2293,0.2336,0.0106,0.1134,0.1964,0.0000,0,0.1198,0.0000,0.0000,NORMAL
1778745192.7869,601,25.3,0.1652,0.0678,0.1165,0.0039,0.1520,0.1659,1.0000,1,0.1213,0.0000,0.0000,ALERT
1778745192.8120,602,40.2,0.1620,0.0701,0.1161,0.0025,0.1439,0.1593,1.0000,1,0.1227,0.0251,0.0000,ALERT
1778745192.8516,603,23.3,0.1945,0.0708,0.1326,0.0055,0.1164,0.1438,1.0000,1,0.1242,0.0647,0.0000,ALERT
1778745192.8657,604,73.2,0.1965,0.0730,0.1347,0.0088,0.1113,0.2089,1.0000,1,0.1256,0.0788,0.0000,ALERT
1778745192.9147,605,21.8,0.1891,0.1323,0.1607,0.0075,0.1450,0.2488,1.0000,1,0.1271,0.1278,0.0000,ALERT
1778745192.9372,606,41.3,0.1949,0.1490,0.1720,0.0081,0.1380,0.2884,1.0000,1,0.1285,0.1503,0.0000,ALERT
1778745192.9798,607,24.5,0.1745,0.1725,0.1735,0.0102,0.1840,0.3721,1.0000,1,0.1299,0.1929,0.0000,ALERT
1778745192.9988,608,54.0,0.1834,0.1516,0.1675,0.0109,0.1797,0.3801,1.0000,1,0.1314,0.2119,0.0000,ALERT
1778745193.0591,609,15.8,0.1553,0.1742,0.1647,0.0089,0.1698,0.5468,1.0000,1,0.1328,0.2722,0.0000,ALERT
1778745193.0772,610,50.8,0.1603,0.1593,0.1598,0.0141,0.1688,0.2883,1.0000,1,0.1342,0.2903,0.0000,ALERT
1778745193.1241,611,21.6,0.1717,0.1549,0.1633,0.0038,0.1668,0.2576,1.0000,1,0.1356,0.3372,0.0000,ALERT
1778745193.1560,612,31.2,0.1742,0.1299,0.1520,0.0036,0.1668,0.2576,1.0000,1,0.1370,0.3691,0.0000,ALERT
1778745193.1870,613,34.1,0.1631,0.1156,0.1394,0.0073,0.2368,0.3139,1.0000,1,0.1384,0.4001,0.0000,ALERT
1778745193.2020,614,74.0,0.1549,0.1064,0.1307,0.0058,0.2368,0.2910,1.0000,1,0.1398,0.4151,0.0000,ALERT
1778745193.2542,615,19.1,0.2008,0.2363,0.2185,0.0034,0.1313,0.3560,0.0000,0,0.1396,0.0000,0.0000,NORMAL
